Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","840","United States of America","5110","Area","6601","Land area","2014","2014","1000 ha","914742","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6601","Land area","2015","2015","1000 ha","914742","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6601","Land area","2016","2016","1000 ha","914742","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6601","Land area","2017","2017","1000 ha","914742","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6601","Land area","2018","2018","1000 ha","914742","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6601","Land area","2019","2019","1000 ha","914742","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6601","Land area","2020","2020","1000 ha","914742","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6601","Land area","2021","2021","1000 ha","914742","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2000","2000","1000 ha","178068","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2001","2001","1000 ha","178100","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2002","2002","1000 ha","175707","A","Official figure",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2003","2003","1000 ha","173461.3","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2004","2004","1000 ha","171215.9","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2005","2005","1000 ha","168970.6","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2006","2006","1000 ha","166725.3","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2007","2007","1000 ha","164480","A","Official figure",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2008","2008","1000 ha","163125.5","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2009","2009","1000 ha","161771","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2010","2010","1000 ha","160416.5","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2011","2011","1000 ha","159062","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2012","2012","1000 ha","157707.5","A","Official figure",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2013","2013","1000 ha","158253.4","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2014","2014","1000 ha","158799.3","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2015","2015","1000 ha","159345.1","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2016","2016","1000 ha","159891","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2017","2017","1000 ha","160436.8","A","Official figure",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2018","2018","1000 ha","160436.8","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2019","2019","1000 ha","160436.8","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2020","2020","1000 ha","160436.8","I","Imputed value",""
"RL","Land Use","840","United States of America","5110","Area","6620","Cropland","2021","2021","1000 ha","160436.8","I","Imputed value",""
